ИНДЕКС 1,"Угол нашивки, град",Шаг нашивки,Плотность нашивки,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
420,0,"9,7855483896","56,0945950525","3,6386988699","2056,8086472539","608,0283445627","106,7809034449","22,2594062112","262,3998516778","430,8992590296","75,7269185737","2052,9332738616","301,0095154523"
421,0,"8,7096375644","66,6345396072","4,0724569039","2011,6582042095","567,2651760348","88,9737654902","21,3769060585","334,2264983802","263,8451683616","75,3096574327","1837,4957265529","241,9866948732"
422,0,"4,7203735374","43,7958793702","3,1220892652","1913,5349371683","647,501920042","113,9823398166","20,5828372156","248,8899106185","673,0344476025","75,7699461016","2566,6781842232","191,7851672692"
423,0,"8,7578774308","54,0764322341","2,9305431651","1937,0995038276","625,6766348837","113,3644978013","19,6738478632","262,8116039502","856,0014518439","71,4071477731","2722,3012311406","130,3188661097"
424,0,"3,0905145097","52,2612402121","2,4692367349","1985,1029796305","1466,5959926104","115,2216316061","19,097143463","266,8271395253","491,4570554401","75,0104008506","3267,8255269605","130,5739154924"
425,0,"5,1309752922","35,4394532617","3,8668048884","2002,0218507054","1115,7937127264","124,1638705692","23,5937143763","272,0079704862","94,6136844636","75,2151917578","2236,8691655246","217,3442692859"
426,0,"6,1050345775","27,8918883209","1,7506125186","2033,6640728922","292,0919654732","81,0174784106","23,693207206","269,2535742976","960,9170850273","65,5533359101","1817,644854416","172,2819715239"
427,0,"7,3835163414","69,4370477176","4,0733439073","2000,1929954847","751,4419199988","131,5294812514","22,2084649547","283,4329803625","73,4307949997","77,2386280848","2705,8197181406","223,9673675919"
428,0,"6,9366489477","66,3391348519","3,7190149569","1866,6534466659","1001,2857927649","153,4278026684","22,718402739","288,1335732017","279,0169486639","74,6756337928","3223,6074735956","160,3047039659"
429,0,"8,534341214","70,8167857956","3,375777544","1990,2278592176","355,6897012848","139,7422342856","20,6709163568","237,0963692898","237,9772429935","74,0288151991","2151,3238325066","236,9469877847"
430,0,"8,6632750719","37,9329609958","1,7446252033","2025,5513624815","320,6644601838","91,5120496328","26,5960770485","221,0348817505","184,2870992205","73,8624657118","1901,4547244629","212,1922441022"
431,0,"3,9300567367","43,0823726125","3,3180323083","2079,2163231859","516,4390050764","77,3303341909","24,7990185506","223,7490307578","402,9439716009","69,1025593024","1595,6796737243","246,8108744599"
432,0,"3,6318159824","43,830897966","2,2164879578","1917,3860891053","1378,6458939008","111,5962684762","22,4304305214","268,1453759905","130,6119706488","74,2203508127","2082,820981663","251,2444187311"
433,0,"6,2510049891","60,4322344211","2,8472592169","1934,2636212865","625,7857257434","82,7029380196","24,2514861774","300,7688409484","541,1509155132","72,5201085451","2774,4326141059","350,3608526477"
434,0,"10,1107223467","80,9181466483","3,5015554128","2038,0560857482","637,6397942491","126,2719527422","21,8814004928","310,7001887273","394,6430450332","75,5662575231","1873,6653348041","210,7109926642"
435,0,"6,2862926159","50,7092331417","4,2009295202","2005,5252516901","1065,5798768763","138,1371978251","18,2953984709","378,4825904445","618,4095449455","70,6438995985","1703,062546119","225,5356452932"
436,0,"9,6526065857","62,1245628888","2,7172226325","2002,6180915368","1049,4063405821","109,9077574764","24,0906220868","325,8770730727","298,2676287422","74,6023950387","2564,5213733782","145,763464222"
437,0,"7,0688220604","83,9572493713","3,4854272107","2026,1104751191","778,4399148427","133,3882016689","26,1459942979","304,5259387334","795,6689482752","72,4299759449","2445,1245074833","143,6480591905"
438,0,"8,6748675221","15,4160755127","3,1219633034","2011,3510285376","386,7400619528","118,9541870603","23,6958209582","292,3592537172","324,0589507129","76,5640189124","2741,4012279357","168,8295236709"
439,0,"6,7661874141","46,9743363414","1,8727603884","2069,4462416988","921,751025288","149,517160865","25,2693672459","315,0060255624","126,5918970676","69,1750753574","2029,2659565832","194,2078513069"
440,0,"5,4805325978","54,7805395228","3,9038459369","2045,7991984228","744,7018682713","131,3208612549","23,3077899273","303,4062150421","493,5622668063","70,219671483","1993,4599579909","281,8370237732"
441,0,"1,2545457528","63,1041273609","2,3926427372","1928,2926177447","280,7225886408","97,5832610318","17,8725871829","288,0444407778","71,0201098343","75,9348067425","2708,6290118414","314,3097987926"
442,0,"4,596000978","68,464117126","3,5373458089","1948,4104331661","914,0156377888","41,8862770804","19,7011074561","240,9875436983","399,8178036426","71,6910140828","2583,4214392455","236,5095975086"
443,0,"7,6154162397","43,8351626133","3,1015159253","1909,1696618508","931,7972011275","136,9533742388","18,4247868037","268,969049688","419,9477116329","74,8219015789","2650,5804187007","347,9953774254"
444,0,"3,7178844735","48,9553854235","3,1744038185","1980,8237878121","459,0470697416","81,1625350929","21,7873577982","322,3716492309","233,8988707678","73,7898208066","2219,1426049699","200,4142154881"
445,0,"4,2975263916","72,5557230719","2,2845602256","2011,5853396603","478,4075381552","148,5758384804","23,7639749329","274,5200341503","428,0551337984","71,6747056543","1975,5869224294","141,1723223125"
446,0,"14,0332153038","52,0042786212","4,7700729118","1931,1314566386","516,6925887481","101,3643830026","21,5383281747","301,3104804298","168,3769642892","70,9105125187","2357,7396197993","198,668197015"
447,0,"7,5391726097","52,2468842157","3,5014148223","2037,0524690635","746,0206259735","109,7012667813","22,8811593838","261,3514866226","828,061174579","73,5284376724","2475,114082704","205,5405200498"
448,0,"5,4755477098","62,1857185519","2,4359463078","1963,974219774","741,0370381267","33,6241865036","25,2590697354","278,2712842391","792,1072166319","79,8786565806","2414,2305965736","196,7169298969"
449,0,"7,8181405894","85,6609961909","2,594685683","1893,0987439234","819,3950488168","103,7032132673","24,712290672","264,5786911145","1053,2480033334","73,9519469211","3012,1348696705","235,9369279568"
450,0,"7,5522989465","62,0416571968","2,8912963176","2030,5101851846","1024,0125405491","54,3166718628","25,3472843537","319,9687506936","494,5141493185","73,719702508","3656,1583631054","328,9609786496"
451,0,"1,4171842275","62,845996025","1,4217775854","1861,3315372804","542,1417094973","120,304347722","22,3297116373","261,3974079291","445,0351864023","75,1808417932","3334,7095201604","202,7377091334"
452,0,"5,9614079266","57,383232512","3,996592385","2049,2025381355","1030,8561473651","113,8387342873","23,1937295654","344,8351613073","791,4002060918","74,6288798425","2420,0664459313","218,3284582336"
453,0,"12,452169132","44,4716124019","1,9221847823","1994,9609966904","848,9804772375","76,5386264286","21,3607634828","263,6547222675","559,0714053404","68,3611164409","1996,6709987196","250,6731303279"
454,0,"9,3376547427","48,0154646967","2,9711545605","2098,4750391091","1046,5344879498","76,2385822058","22,5718618816","230,6353114601","548,2146153704","71,8448216426","2355,3232337047","281,4137689817"
455,0,"3,4025632799","63,4358940292","3,4590609501","1893,736814338","361,7126288378","71,6168696223","26,6269950484","193,8801588913","428,216931784","76,778489185","2612,920167864","116,845710386"
456,0,"2,0687073863","39,0989843626","3,839343213","1832,4884378498","670,7106799301","128,2940562631","25,8568426426","285,5889412033","680,4826614391","76,4469437921","2751,5870839426","220,7019635196"
457,0,"12,5017200038","79,8564598134","3,1889708424","1870,9177279222","1300,473920789","49,5415852618","25,7238726061","281,1117232109","406,7638548328","72,5629993397","2597,6777101252","275,2174342885"
458,0,"9,6195767525","65,1521543631","2,1279353164","1990,4955420531","667,8368032527","80,4745423451","24,9982010354","330,6751994431","402,772337194","68,9764659913","2511,3736244402","295,4582989188"
459,0,"9,5445692839","77,5074235899","2,8337189156","2000,2829736034","1197,2131174968","80,1431464228","26,1101383504","308,6970086354","188,3451975204","69,4894568036","2988,1916643881","336,646188005"
460,0,"9,4759862894","80,8101069587","3,0964190578","2040,229870329","536,6630386823","168,5365087873","19,4173483065","329,5172483677","1288,6918442345","69,3671786148","1831,3622924764","246,6664011068"
461,0,"7,1934118727","17,9344081944","3,1502809616","2018,7300960495","666,0710553268","95,4318038798","19,4363912154","243,6586534884","1013,4633936779","75,5472261907","2418,3919670849","327,0040044382"
462,0,"4,1123664987","69,0247340319","2,5385617019","2055,0035308098","765,1219526026","99,5567657877","18,9681481693","371,4259940524","493,4051553144","71,9347263376","3308,3358133988","216,1220616755"
463,0,"6,7080616211","41,9844680738","2,2544521223","1918,5053875132","923,2226262229","102,8569733135","21,7783247337","304,1529228361","99,3725534656","76,666929719","2821,6436132497","189,6508659231"
464,0,"4,4474984878","103,9889013015","2,4401660239","1980,1323943709","357,9382561397","130,5418479346","21,1770941271","290,6185470555","119,7561915294","68,9007025616","1577,2881886194","129,03823825"
465,0,"5,8970573135","88,80764715","2,8705439197","2087,2932173989","257,9355954838","80,4302395868","23,4763719089","205,2868208051","500,8879330359","73,0152738459","2759,7527880012","230,7929976603"
466,0,"5,9883568234","24,860511325","2,4086261361","1926,5637608279","637,8846902219","53,7533382847","18,3993054673","275,8903351954","263,4492798112","77,6620349712","1973,7348970105","304,2461147906"
467,0,"2,8006765643","74,7829303577","2,5474791351","1960,6496705804","430,7503989988","125,2335834966","24,4582406434","376,978623137","881,6290380329","75,3232533981","2535,9741600511","326,7518681563"
468,0,"8,5861221488","79,7372500838","2,0860858337","1983,4225336911","714,0799728479","96,885762388","20,490300199","274,2670993718","769,383767062","73,4286726004","2551,2665849852","190,042400223"
469,0,"8,6092130407","43,8145523802","2,7836754929","1990,2905548056","331,4046351929","127,2560859829","20,0914449848","230,2281986511","577,4088894","74,3037165265","3249,6967663208","176,9458777855"
470,0,"7,3912045823","51,7091255418","3,5901403863","2002,6243728713","544,1199820544","86,271424594","19,8983803073","341,3729507753","906,8184376955","76,1715815031","3139,9789606475","312,1698106"
471,0,"10,0814892148","45,1679945059","3,6564370108","1923,6494710039","559,3807317599","109,2195751922","22,3970082931","306,9575747226","452,0250513348","72,2165237633","2596,3982213984","41,0482779512"
472,0,"9,9382796705","46,014722639","1,940662748","1973,8672013235","229,1123467862","123,3088742735","22,5660692597","291,0282533463","655,7758858237","69,8672602733","2135,9217241558","246,5851038268"
473,0,"7,2366704277","80,0293493042","1,6000457988","1923,5662296491","878,0579777617","80,4360149234","20,837087474","249,560845916","334,4895817651","70,6469216967","2027,4060823953","166,1113683924"
474,0,"10,7820630557","43,9069635194","2,9771929768","2007,4279851216","399,2703549665","110,0990440411","20,1815012474","236,6566535597","46,6523252229","67,265647897","2590,6357471242","100,3794991398"
475,0,"5,9654447357","53,5969216757","2,8745628131","1981,6605911321","66,6272897973","146,9718368727","28,9074700338","259,1411506349","1063,8364410397","66,2652899557","2680,4065670626","218,448971178"
476,0,"2,7095770438","32,76585492","1,7213099232","1918,5336211284","1295,2747950114","111,2009540017","24,2780979881","267,7621682235","23,5039299462","71,9084815492","2591,4755018931","266,8522040729"
477,0,"1,5980442982","55,4945423785","1,7478800403","2015,6801810907","1034,8081159216","95,1134606376","23,3498895546","285,947768097","223,2506992772","74,4438846604","1866,3927260378","253,8623265386"
478,0,"13,5719207024","60,7563006386","2,6544831127","2125,6859596951","1402,2287059221","167,4680341778","26,1665588476","254,5618548832","366,9829873781","74,7758919724","1942,4696939812","309,476764338"
479,0,"5,5367624293","69,8192295888","2,424798259","1983,452056717","1026,2337545708","103,2229557829","18,0098226695","243,58049424","733,2690620919","71,3313640263","3305,2869220045","200,302003407"
480,0,"7,9278455081","37,3274352578","1,9340614286","2097,1108861214","764,2465481659","103,4188547315","22,8795728873","298,2423886017","711,2292535591","74,0706149577","2751,7503460776","117,2999536098"
481,0,"6,6048748236","24,2835229511","2,9268239974","1883,3062577246","1197,2807717217","97,5756850555","22,0209774692","348,1344937809","315,6679226915","69,7758241644","2403,8434239619","127,8546486346"
482,0,"6,2565226188","70,0390328937","3,2362109822","2026,604164489","543,4079086443","129,2202041362","21,5130660303","257,1809519788","11,6749607403","71,4544559593","1894,6637664363","184,4922121166"
483,0,"5,5369242932","66,0562430444","3,3946397577","2094,8275183166","650,7809092901","104,1863426003","25,8045637613","311,4357495397","588,0524636974","72,7941434103","2672,16477869","246,1447934715"
484,0,"5,72282922","63,1837161992","2,6477064704","1907,9288831732","441,6951454365","99,0623517286","22,283904104","350,4309367681","317,0941482742","75,2803318009","2167,2415121601","143,1356132695"
485,0,"10,1001776971","41,4064159264","3,8333442214","1884,0787294009","582,8023861372","70,7867171585","24,8749010835","340,8488596629","1101,4332651301","75,743314813","2185,7176855733","298,6688311159"
486,0,"6,5051820008","59,3041582728","3,2908789133","2037,8988560191","702,6122968722","87,0675190993","20,7467113124","335,0263358968","372,2171309261","72,0390526535","2232,0965716839","206,9810359021"
487,0,"10,4661311047","82,5254927947","2,9203764381","2087,6468170205","4,339154353","76,7840212979","18,5522199584","258,3024502125","68,5081185876","74,0623489888","2475,6457291808","237,8500704228"
488,0,"6,5165692249","37,7628969355","4,3883824045","1940,0869716078","781,8786125083","102,0623677653","24,1438414998","287,2813002532","504,0315261173","76,2068516951","2235,5700488252","267,5671750554"
489,0,"5,0300845704","47,4308949452","3,2982679459","2047,1414557974","480,3937095385","144,1917525298","22,705433509","259,1989314336","128,2656534561","73,1195515594","3337,6905628346","153,5086943743"
490,0,"8,0030674891","50,3615430691","2,4382562076","1832,0197295874","449,7610269141","89,9954756735","24,0962287324","254,5414704126","466,3761240759","75,891242689","2456,3933681569","97,0269473915"
